2025-01-07 at 17:09:04 | INFO | Loaded model from /root/code/MRIclass/results/007-ViT3D-S-8/checkpoints/0005000.pt
2025-01-07 at 18:34:24 | INFO | item: 362, logits: tensor([[ 0.4750, -1.4927]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 18:34:24 | INFO | item: 363, logits: tensor([[ 0.4751, -1.4928]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 18:34:24 | INFO | item: 364, logits: tensor([[ 0.4750, -1.4927]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 18:34:24 | INFO | item: 365, logits: tensor([[ 0.4750, -1.4928]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 18:34:30 | INFO | item: 366, logits: tensor([[ 0.4750, -1.4926]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 18:34:31 | INFO | item: 367, logits: tensor([[ 0.4750, -1.4926]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 18:34:31 | INFO | item: 368, logits: tensor([[ 0.4749, -1.4925]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 18:34:32 | INFO | item: 369, logits: tensor([[ 0.4750, -1.4928]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 18:34:38 | INFO | item: 370, logits: tensor([[ 0.4749, -1.4924]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 18:34:39 | INFO | item: 371, logits: tensor([[ 0.4750, -1.4927]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 18:34:39 | INFO | item: 372, logits: tensor([[ 0.4751, -1.4928]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 18:34:40 | INFO | item: 373, logits: tensor([[ 0.4751, -1.4929]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 18:34:46 | INFO | item: 374, logits: tensor([[ 0.4753, -1.4930]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 18:34:46 | INFO | item: 375, logits: tensor([[ 0.4757, -1.4930]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 18:34:46 | INFO | item: 376, logits: tensor([[ 0.4750, -1.4928]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 18:34:46 | INFO | item: 377, logits: tensor([[ 0.4751, -1.4928]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 18:34:53 | INFO | item: 378, logits: tensor([[ 0.4759, -1.4927]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 18:34:53 | INFO | item: 379, logits: tensor([[ 0.4757, -1.4930]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 18:34:53 | INFO | item: 380, logits: tensor([[ 0.4749, -1.4926]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 18:34:53 | INFO | item: 381, logits: tensor([[ 0.4750, -1.4924]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 18:34:58 | INFO | item: 382, logits: tensor([[ 0.4750, -1.4928]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 18:34:59 | INFO | item: 383, logits: tensor([[ 0.4750, -1.4927]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 18:34:59 | INFO | Done!
2025-01-07 at 19:51:41 | INFO | Loaded model from /root/code/MRIclass/results/008-ViT3D-S-8/checkpoints/0005000.pt
2025-01-07 at 19:51:49 | INFO | Dataset contains 383.
2025-01-07 at 19:52:00 | INFO | item: 1, logits: tensor([[0.1677, 0.0124]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:52:00 | INFO | item: 2, logits: tensor([[0.1668, 0.0121]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:52:01 | INFO | item: 3, logits: tensor([[0.1640, 0.0121]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:52:01 | INFO | item: 4, logits: tensor([[0.1684, 0.0140]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:52:01 | INFO | item: 5, logits: tensor([[0.1649, 0.0119]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:52:01 | INFO | item: 6, logits: tensor([[0.1660, 0.0124]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:52:01 | INFO | item: 7, logits: tensor([[0.1673, 0.0127]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:52:01 | INFO | item: 8, logits: tensor([[0.1649, 0.0122]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:52:02 | INFO | item: 9, logits: tensor([[0.1678, 0.0139]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:52:06 | INFO | item: 10, logits: tensor([[0.1664, 0.0120]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:52:06 | INFO | item: 11, logits: tensor([[0.1682, 0.0131]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:52:06 | INFO | item: 12, logits: tensor([[0.1639, 0.0125]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:52:07 | INFO | item: 13, logits: tensor([[0.1662, 0.0123]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:52:10 | INFO | item: 14, logits: tensor([[0.1675, 0.0130]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:52:10 | INFO | item: 15, logits: tensor([[0.1641, 0.0121]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:52:12 | INFO | item: 16, logits: tensor([[0.1682, 0.0132]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:52:12 | INFO | item: 17, logits: tensor([[0.1677, 0.0137]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:52:15 | INFO | item: 18, logits: tensor([[0.1659, 0.0129]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:52:15 | INFO | item: 19, logits: tensor([[0.1639, 0.0118]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:52:17 | INFO | item: 20, logits: tensor([[0.1654, 0.0137]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:52:17 | INFO | item: 21, logits: tensor([[0.1651, 0.0124]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:52:23 | INFO | item: 22, logits: tensor([[0.1675, 0.0130]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:52:23 | INFO | item: 23, logits: tensor([[0.1664, 0.0126]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:52:24 | INFO | item: 24, logits: tensor([[0.1674, 0.0136]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:52:24 | INFO | item: 25, logits: tensor([[0.1680, 0.0136]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:53:11 | INFO | Loaded model from /root/code/MRIclass/results/009-ViT3D-S-8/checkpoints/0005000.pt
2025-01-07 at 19:53:19 | INFO | Dataset contains 383.
2025-01-07 at 19:53:29 | INFO | item: 1, logits: tensor([[ 0.5340, -0.5340]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:53:29 | INFO | item: 2, logits: tensor([[ 0.5341, -0.5341]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:53:29 | INFO | item: 3, logits: tensor([[ 0.5340, -0.5341]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:53:29 | INFO | item: 4, logits: tensor([[ 0.5343, -0.5344]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:53:29 | INFO | item: 5, logits: tensor([[ 0.5342, -0.5342]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:53:30 | INFO | item: 6, logits: tensor([[ 0.5341, -0.5341]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:53:30 | INFO | item: 7, logits: tensor([[ 0.5344, -0.5345]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:53:30 | INFO | item: 8, logits: tensor([[ 0.5342, -0.5342]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:53:33 | INFO | item: 9, logits: tensor([[ 0.5340, -0.5340]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:53:33 | INFO | item: 10, logits: tensor([[ 0.5352, -0.5353]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:53:33 | INFO | item: 11, logits: tensor([[ 0.5342, -0.5343]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:53:33 | INFO | item: 12, logits: tensor([[ 0.5371, -0.5371]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:53:34 | INFO | item: 13, logits: tensor([[ 0.5340, -0.5340]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:53:34 | INFO | item: 14, logits: tensor([[ 0.5346, -0.5346]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:53:34 | INFO | item: 15, logits: tensor([[ 0.5340, -0.5341]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:53:34 | INFO | item: 16, logits: tensor([[ 0.5343, -0.5343]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:53:36 | INFO | item: 17, logits: tensor([[ 0.5343, -0.5343]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:53:36 | INFO | item: 18, logits: tensor([[ 0.5344, -0.5344]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:53:36 | INFO | item: 19, logits: tensor([[ 0.5361, -0.5362]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:53:36 | INFO | item: 20, logits: tensor([[ 0.5340, -0.5340]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:53:37 | INFO | item: 21, logits: tensor([[ 0.5364, -0.5365]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:53:37 | INFO | item: 22, logits: tensor([[ 0.5342, -0.5342]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:53:37 | INFO | item: 23, logits: tensor([[ 0.5344, -0.5344]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:53:37 | INFO | item: 24, logits: tensor([[ 0.5343, -0.5344]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:53:39 | INFO | item: 25, logits: tensor([[ 0.5344, -0.5345]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:53:39 | INFO | item: 26, logits: tensor([[ 0.5345, -0.5345]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:53:39 | INFO | item: 27, logits: tensor([[ 0.5340, -0.5340]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:53:39 | INFO | item: 28, logits: tensor([[ 0.5342, -0.5342]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:53:40 | INFO | item: 29, logits: tensor([[ 0.5341, -0.5342]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:53:42 | INFO | item: 30, logits: tensor([[ 0.5364, -0.5364]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:53:42 | INFO | item: 31, logits: tensor([[ 0.5377, -0.5377]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:53:44 | INFO | item: 32, logits: tensor([[ 0.5342, -0.5342]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:53:44 | INFO | item: 33, logits: tensor([[ 0.5341, -0.5342]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:53:47 | INFO | item: 34, logits: tensor([[ 0.5342, -0.5342]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:53:47 | INFO | item: 35, logits: tensor([[ 0.5342, -0.5342]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:53:49 | INFO | item: 36, logits: tensor([[ 0.5367, -0.5367]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:53:49 | INFO | item: 37, logits: tensor([[ 0.5344, -0.5344]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:53:51 | INFO | item: 38, logits: tensor([[ 0.5344, -0.5344]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:53:51 | INFO | item: 39, logits: tensor([[ 0.5375, -0.5375]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:53:51 | INFO | item: 40, logits: tensor([[ 0.5343, -0.5344]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:53:51 | INFO | item: 41, logits: tensor([[ 0.5380, -0.5380]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:53:54 | INFO | item: 42, logits: tensor([[ 0.5341, -0.5341]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:53:55 | INFO | item: 43, logits: tensor([[ 0.5369, -0.5369]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:53:56 | INFO | item: 44, logits: tensor([[ 0.5345, -0.5345]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:53:56 | INFO | item: 45, logits: tensor([[ 0.5343, -0.5343]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:54:01 | INFO | item: 46, logits: tensor([[ 0.5342, -0.5343]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:54:01 | INFO | item: 47, logits: tensor([[ 0.5341, -0.5342]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:54:03 | INFO | item: 48, logits: tensor([[ 0.5340, -0.5340]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:54:03 | INFO | item: 49, logits: tensor([[ 0.5342, -0.5343]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:54:08 | INFO | item: 50, logits: tensor([[ 0.5343, -0.5343]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:54:08 | INFO | item: 51, logits: tensor([[ 0.5342, -0.5342]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:54:09 | INFO | item: 52, logits: tensor([[ 0.5344, -0.5344]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:54:09 | INFO | item: 53, logits: tensor([[ 0.5342, -0.5342]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:54:15 | INFO | item: 54, logits: tensor([[ 0.5341, -0.5341]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:54:15 | INFO | item: 55, logits: tensor([[ 0.5341, -0.5341]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:54:16 | INFO | item: 56, logits: tensor([[ 0.5339, -0.5339]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:54:16 | INFO | item: 57, logits: tensor([[ 0.5342, -0.5343]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:54:19 | INFO | item: 58, logits: tensor([[ 0.5369, -0.5369]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:54:19 | INFO | item: 59, logits: tensor([[ 0.5371, -0.5371]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:54:21 | INFO | item: 60, logits: tensor([[ 0.5341, -0.5341]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:54:21 | INFO | item: 61, logits: tensor([[ 0.5344, -0.5344]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:54:27 | INFO | item: 62, logits: tensor([[ 0.5342, -0.5342]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:54:27 | INFO | item: 63, logits: tensor([[ 0.5340, -0.5340]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:54:27 | INFO | item: 64, logits: tensor([[ 0.5343, -0.5343]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:54:28 | INFO | item: 65, logits: tensor([[ 0.5340, -0.5341]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:54:33 | INFO | item: 66, logits: tensor([[ 0.5350, -0.5351]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:54:33 | INFO | item: 67, logits: tensor([[ 0.5341, -0.5342]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:54:33 | INFO | item: 68, logits: tensor([[ 0.5341, -0.5342]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:54:34 | INFO | item: 69, logits: tensor([[ 0.5340, -0.5340]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:54:37 | INFO | item: 70, logits: tensor([[ 0.5340, -0.5340]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:54:38 | INFO | item: 71, logits: tensor([[ 0.5347, -0.5347]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:54:38 | INFO | item: 72, logits: tensor([[ 0.5339, -0.5339]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:54:38 | INFO | item: 73, logits: tensor([[ 0.5344, -0.5345]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:54:42 | INFO | item: 74, logits: tensor([[ 0.5343, -0.5343]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:54:42 | INFO | item: 75, logits: tensor([[ 0.5340, -0.5341]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:54:42 | INFO | item: 76, logits: tensor([[ 0.5346, -0.5346]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:54:43 | INFO | item: 77, logits: tensor([[ 0.5363, -0.5363]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:54:49 | INFO | item: 78, logits: tensor([[ 0.5369, -0.5369]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:54:49 | INFO | item: 79, logits: tensor([[ 0.5347, -0.5347]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:54:49 | INFO | item: 80, logits: tensor([[ 0.5342, -0.5342]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:54:49 | INFO | item: 81, logits: tensor([[ 0.5342, -0.5342]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:54:55 | INFO | item: 82, logits: tensor([[ 0.5340, -0.5341]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:54:55 | INFO | item: 83, logits: tensor([[ 0.5341, -0.5341]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:54:55 | INFO | item: 84, logits: tensor([[ 0.5340, -0.5340]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:54:55 | INFO | item: 85, logits: tensor([[ 0.5373, -0.5373]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:55:02 | INFO | item: 86, logits: tensor([[ 0.5344, -0.5345]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:55:02 | INFO | item: 87, logits: tensor([[ 0.5341, -0.5341]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:55:02 | INFO | item: 88, logits: tensor([[ 0.5342, -0.5342]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:55:03 | INFO | item: 89, logits: tensor([[ 0.5360, -0.5360]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:55:08 | INFO | item: 90, logits: tensor([[ 0.5343, -0.5344]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:55:08 | INFO | item: 91, logits: tensor([[ 0.5342, -0.5342]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:55:08 | INFO | item: 92, logits: tensor([[ 0.5340, -0.5341]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:55:08 | INFO | item: 93, logits: tensor([[ 0.5342, -0.5342]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:55:14 | INFO | item: 94, logits: tensor([[ 0.5344, -0.5344]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:55:14 | INFO | item: 95, logits: tensor([[ 0.5341, -0.5341]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:55:14 | INFO | item: 96, logits: tensor([[ 0.5345, -0.5346]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:55:14 | INFO | item: 97, logits: tensor([[ 0.5341, -0.5341]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:55:18 | INFO | item: 98, logits: tensor([[ 0.5342, -0.5342]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:55:18 | INFO | item: 99, logits: tensor([[ 0.5339, -0.5339]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:55:18 | INFO | item: 100, logits: tensor([[ 0.5343, -0.5343]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:55:19 | INFO | item: 101, logits: tensor([[ 0.5344, -0.5344]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:55:23 | INFO | item: 102, logits: tensor([[ 0.5342, -0.5342]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:55:23 | INFO | item: 103, logits: tensor([[ 0.5342, -0.5343]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:55:23 | INFO | item: 104, logits: tensor([[ 0.5356, -0.5356]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:55:24 | INFO | item: 105, logits: tensor([[ 0.5343, -0.5343]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:55:30 | INFO | item: 106, logits: tensor([[ 0.5342, -0.5342]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:55:30 | INFO | item: 107, logits: tensor([[ 0.5341, -0.5341]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:55:31 | INFO | item: 108, logits: tensor([[ 0.5346, -0.5347]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:55:31 | INFO | item: 109, logits: tensor([[ 0.5383, -0.5383]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:55:34 | INFO | item: 110, logits: tensor([[ 0.5342, -0.5342]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:55:34 | INFO | item: 111, logits: tensor([[ 0.5341, -0.5341]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:55:35 | INFO | item: 112, logits: tensor([[ 0.5340, -0.5340]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:55:35 | INFO | item: 113, logits: tensor([[ 0.5339, -0.5339]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:55:39 | INFO | item: 114, logits: tensor([[ 0.5340, -0.5341]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:55:39 | INFO | item: 115, logits: tensor([[ 0.5341, -0.5341]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:55:40 | INFO | item: 116, logits: tensor([[ 0.5341, -0.5341]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:55:40 | INFO | item: 117, logits: tensor([[ 0.5341, -0.5342]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:55:45 | INFO | item: 118, logits: tensor([[ 0.5340, -0.5341]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:55:45 | INFO | item: 119, logits: tensor([[ 0.5341, -0.5341]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:55:46 | INFO | item: 120, logits: tensor([[ 0.5380, -0.5380]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:55:46 | INFO | item: 121, logits: tensor([[ 0.5345, -0.5345]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:55:52 | INFO | item: 122, logits: tensor([[ 0.5372, -0.5372]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:55:52 | INFO | item: 123, logits: tensor([[ 0.5343, -0.5344]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:55:52 | INFO | item: 124, logits: tensor([[ 0.5340, -0.5340]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:55:52 | INFO | item: 125, logits: tensor([[ 0.5342, -0.5342]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:55:58 | INFO | item: 126, logits: tensor([[ 0.5373, -0.5373]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:55:58 | INFO | item: 127, logits: tensor([[ 0.5339, -0.5340]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:55:58 | INFO | item: 128, logits: tensor([[ 0.5342, -0.5342]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:55:59 | INFO | item: 129, logits: tensor([[ 0.5346, -0.5346]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:56:04 | INFO | item: 130, logits: tensor([[ 0.5367, -0.5368]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:56:04 | INFO | item: 131, logits: tensor([[ 0.5339, -0.5340]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 19:56:04 | INFO | item: 132, logits: tensor([[ 0.5340, -0.5340]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:56:04 | INFO | item: 133, logits: tensor([[ 0.5359, -0.5359]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:56:11 | INFO | item: 134, logits: tensor([[ 0.5347, -0.5348]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:56:11 | INFO | item: 135, logits: tensor([[ 0.5340, -0.5341]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 19:56:11 | INFO | item: 136, logits: tensor([[ 0.5374, -0.5374]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
